Breed,Category,Weight_kg,Age_months,Milk_L_per_day,BCS,Activity_Level,Health_Status,DMI_kg_per_day,CrudeProtein_pct_DM,TDN_pct_DM,CrudeProtein_kg_per_day,TDN_kg_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Water_L_per_day,Special_Care_Notes
Red kandhari,Growing/Heifer,243.2,21,0.0,2.5,Medium,Normal,6.32,15.0,65.0,0.95,4.11,14.6,9.7,19.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Dairy Dry,304.2,129,0.0,3.6,Medium,Normal,6.69,12.5,60.0,0.84,4.01,18.3,12.2,24.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Breeding Bull,385.9,119,0.0,4.0,Medium,Normal,8.88,13.0,62.0,1.15,5.51,23.2,15.4,30.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Calf,61.7,4,0.0,3.3,Low,Normal,1.76,20.0,72.0,0.35,1.27,3.7,2.5,4.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Draft/Working Bullock,355.8,29,0.0,3.3,High,Normal,9.22,11.5,72.4,1.06,6.68,21.3,14.2,33.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Dairy Lactating,339.8,86,7.2,3.7,Medium,Normal,12.35,17.4,71.1,2.15,8.78,45.6,29.4,48.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Breeding Bull,419.0,30,0.0,3.7,Medium,Normal,9.64,13.0,62.0,1.25,5.98,25.1,16.8,33.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Breeding Bull,345.9,38,0.0,4.3,Medium,Normal,7.4,12.5,60.0,0.93,4.44,20.8,13.8,27.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Dairy Lactating,302.5,87,7.3,3.8,High,Ringworm,11.56,17.9,71.1,2.07,8.22,50.3,31.0,51.1,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Red_Sindhi,Calf,53.0,3,0.0,3.1,Low,Lumpy Skin Disease,1.21,22.5,74.0,0.27,0.9,3.5,2.2,4.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red_Sindhi,Calf,71.2,1,0.0,2.1,Medium,Lumpy Skin Disease,1.85,23.5,77.0,0.43,1.42,4.7,3.0,5.7,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red_Sindhi,Breeding Bull,417.4,102,0.0,3.6,Medium,Ringworm,9.12,13.5,62.0,1.23,5.65,28.8,18.4,33.4,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Red_Sindhi,Breeding Bull,395.7,108,0.0,3.2,Medium,Normal,9.1,13.0,62.0,1.18,5.64,23.7,15.8,31.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Dairy Lactating,373.0,69,12.8,2.6,Low,Ringworm,13.56,18.3,71.9,2.48,9.75,77.3,47.4,68.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Red_Sindhi,Growing/Heifer,194.9,7,0.0,2.7,High,Normal,5.47,15.0,65.0,0.82,3.56,11.7,7.8,20.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Calf,75.7,5,0.0,2.9,Low,Normal,2.16,20.0,72.0,0.43,1.56,4.5,3.0,6.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Calf,62.3,5,0.0,2.8,Medium,FMD,1.35,21.0,75.0,0.28,1.01,3.9,2.6,5.0,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red_Sindhi,Growing/Heifer,129.5,8,0.0,2.5,Low,Normal,3.2,15.0,65.0,0.48,2.08,7.8,5.2,10.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Breeding Bull,375.4,101,0.0,3.1,Medium,Normal,8.63,13.0,62.0,1.12,5.35,22.5,15.0,30.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Draft/Working Bullock,361.1,60,0.0,3.5,High,Lumpy Skin Disease,7.49,14.0,74.8,1.05,5.6,23.8,15.2,33.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red_Sindhi,Growing/Heifer,218.3,21,0.0,2.1,Medium,Normal,6.13,16.0,68.0,0.98,4.17,13.1,8.7,17.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Dairy Dry,375.8,38,0.0,3.8,Low,Normal,7.85,12.5,60.0,0.98,4.71,22.5,15.0,30.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Calf,75.5,6,0.0,2.6,Low,Normal,2.15,20.0,72.0,0.43,1.55,4.5,3.0,6.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Calf,68.2,1,0.0,2.8,Low,Lumpy Skin Disease,1.55,22.5,74.0,0.35,1.15,4.5,2.9,5.5,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red_Sindhi,Breeding Bull,415.8,124,0.0,3.9,Medium,Normal,9.56,13.0,62.0,1.24,5.93,24.9,16.6,33.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Breeding Bull,428.9,69,0.0,3.7,Medium,Normal,9.86,13.0,62.0,1.28,6.11,25.7,17.2,34.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Growing/Heifer,252.1,14,0.0,2.0,Low,FMD,4.84,17.0,71.0,0.82,3.44,15.9,10.6,20.2,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red_Sindhi,Calf,79.7,6,0.0,3.5,Low,Normal,2.27,20.0,72.0,0.45,1.63,4.8,3.2,6.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Breeding Bull,364.4,127,0.0,3.3,Low,Lumpy Skin Disease,6.37,15.5,64.0,0.99,4.08,24.1,15.3,29.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red_Sindhi,Dairy Lactating,350.7,68,7.5,2.0,Medium,Normal,13.79,18.4,74.1,2.54,10.22,47.3,30.5,50.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Draft/Working Bullock,361.6,96,0.0,2.5,Medium,Normal,8.68,11.5,63.0,1.0,5.47,21.7,14.5,28.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Dairy Lactating,347.9,116,8.5,2.1,Low,Normal,13.32,18.5,74.3,2.46,9.9,50.6,32.6,53.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red_Sindhi,Dairy Dry,389.6,98,0.0,3.2,High,Ringworm,8.79,13.0,60.0,1.14,5.27,26.9,17.1,36.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Sahiwal,Calf,61.0,5,0.0,2.5,Low,Normal,1.74,20.0,72.0,0.35,1.25,3.7,2.4,4.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Draft/Working Bullock,430.0,66,0.0,3.8,Medium,Ringworm,9.8,12.0,63.0,1.18,6.17,29.7,18.9,34.4,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Sahiwal,Dairy Lactating,383.9,33,8.6,3.1,Low,FMD,9.64,18.5,74.3,1.78,7.16,55.8,36.0,56.5,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Sahiwal,Growing/Heifer,295.8,10,0.0,3.1,Medium,Normal,7.69,15.0,65.0,1.15,5.0,17.7,11.8,23.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Dairy Dry,399.7,41,0.0,2.9,Medium,Ringworm,8.35,13.0,60.0,1.09,5.01,27.6,17.6,32.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Sahiwal,Growing/Heifer,170.1,23,0.0,3.2,Medium,Ringworm,4.2,15.5,65.0,0.65,2.73,11.7,7.5,13.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Sahiwal,Dairy Dry,352.5,94,0.0,3.2,Medium,Normal,7.75,12.5,60.0,0.97,4.65,21.2,14.1,28.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Dairy Dry,437.4,123,0.0,3.0,Medium,Lumpy Skin Disease,7.7,15.0,62.0,1.16,4.77,28.9,18.4,35.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Sahiwal,Calf,76.2,5,0.0,3.1,Low,Lumpy Skin Disease,1.74,22.5,74.0,0.39,1.29,5.0,3.2,6.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Sahiwal,Breeding Bull,399.4,38,0.0,4.0,Medium,Normal,9.19,13.0,62.0,1.19,5.7,24.0,16.0,32.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Dairy Dry,360.3,35,0.0,3.6,Medium,Normal,7.93,12.5,60.0,0.99,4.76,21.6,14.4,28.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Dairy Lactating,439.2,111,9.4,2.4,Low,Normal,16.41,18.6,74.4,3.05,12.21,59.3,38.2,63.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Dairy Dry,361.8,115,0.0,2.7,Low,Normal,7.56,12.5,60.0,0.94,4.54,21.7,14.5,28.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Breeding Bull,413.8,95,0.0,3.5,Medium,Normal,9.52,13.0,62.0,1.24,5.9,24.8,16.6,33.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Draft/Working Bullock,378.3,126,0.0,2.9,Low,FMD,6.21,12.5,62.7,0.78,3.89,23.8,15.9,30.3,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Sahiwal,Dairy Lactating,394.4,99,6.9,2.9,Medium,Normal,13.9,17.4,71.0,2.42,9.87,47.8,31.0,52.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Calf,62.7,1,0.0,2.9,Low,Lumpy Skin Disease,1.43,22.5,74.0,0.32,1.06,4.1,2.6,5.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Sahiwal,Draft/Working Bullock,411.6,81,0.0,3.0,High,Lumpy Skin Disease,8.53,14.0,74.8,1.19,6.38,27.2,17.3,37.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Sahiwal,Draft/Working Bullock,403.3,127,0.0,4.0,High,Normal,10.45,11.5,72.4,1.2,7.57,24.2,16.1,37.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Sahiwal,Growing/Heifer,298.4,9,0.0,2.7,Medium,FMD,5.59,16.0,68.0,0.89,3.8,18.8,12.5,23.9,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Sahiwal,Draft/Working Bullock,396.5,122,0.0,2.8,Medium,Ringworm,9.04,12.0,63.0,1.08,5.7,27.4,17.4,31.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Sahiwal,Breeding Bull,467.2,57,0.0,4.0,Medium,Lumpy Skin Disease,8.6,15.5,64.0,1.33,5.5,30.8,19.6,37.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Sahiwal,Dairy Lactating,398.8,88,6.5,2.2,Medium,Lumpy Skin Disease,12.02,20.9,76.0,2.51,9.14,51.3,31.8,51.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Sahiwal,Dairy Lactating,410.4,74,7.2,2.2,High,Lumpy Skin Disease,13.5,20.9,76.1,2.82,10.27,54.8,33.9,59.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Shweta Kapila,Dairy Lactating,214.9,101,6.6,3.1,Medium,Normal,8.43,17.4,71.0,1.47,5.99,36.0,23.1,37.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Breeding Bull,234.7,55,0.0,3.6,Medium,Lumpy Skin Disease,4.32,15.5,64.0,0.67,2.76,15.5,9.9,18.8,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Shweta Kapila,Breeding Bull,243.3,79,0.0,4.2,Medium,Normal,5.2,12.5,60.0,0.65,3.12,14.6,9.7,19.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Draft/Working Bullock,157.8,109,0.0,3.9,High,Normal,4.09,11.5,72.4,0.47,2.96,9.5,6.3,17.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Breeding Bull,212.6,100,0.0,4.2,Low,Ringworm,4.1,13.0,60.0,0.53,2.46,14.7,9.4,17.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Shweta Kapila,Calf,23.8,5,0.0,3.2,Low,Normal,1.0,20.0,72.0,0.2,0.72,1.4,1.0,1.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Draft/Working Bullock,159.1,31,0.0,3.7,High,Ringworm,3.92,12.0,72.4,0.47,2.84,11.0,7.0,17.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Shweta Kapila,Draft/Working Bullock,150.0,127,0.0,2.7,Medium,Normal,3.6,11.5,63.0,0.41,2.27,9.0,6.0,12.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Dairy Dry,207.8,108,0.0,2.8,Medium,Normal,4.57,12.5,60.0,0.57,2.74,12.5,8.3,16.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Breeding Bull,252.3,125,0.0,4.4,Medium,Ringworm,5.13,13.0,60.0,0.67,3.08,17.4,11.1,20.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Shweta Kapila,Dairy Lactating,208.3,41,5.7,3.0,High,Ringworm,8.17,17.8,70.9,1.45,5.79,37.3,23.0,38.8,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Shweta Kapila,Calf,44.3,3,0.0,2.0,Low,Ringworm,1.3,21.5,75.0,0.28,0.97,3.1,1.9,3.5,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Shweta Kapila,Calf,36.1,3,0.0,3.1,Low,Normal,1.03,20.0,72.0,0.21,0.74,2.2,1.4,2.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Dairy Dry,188.2,81,0.0,3.3,Medium,Normal,4.14,12.5,60.0,0.52,2.48,11.3,7.5,15.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Growing/Heifer,122.2,24,0.0,3.3,Low,Ringworm,2.87,15.5,65.0,0.44,1.87,8.4,5.4,9.8,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Shweta Kapila,Draft/Working Bullock,163.4,40,0.0,2.6,Low,Lumpy Skin Disease,2.98,14.0,61.8,0.42,1.84,10.8,6.9,13.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Shweta Kapila,Dairy Dry,193.7,114,0.0,4.0,Low,FMD,2.91,13.5,63.0,0.39,1.83,12.2,8.1,15.5,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Shweta Kapila,Dairy Dry,239.4,88,0.0,3.5,High,FMD,4.1,13.5,63.0,0.55,2.58,15.1,10.1,24.2,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Shweta Kapila,Dairy Dry,192.4,95,0.0,3.7,Medium,Normal,4.23,12.5,60.0,0.53,2.54,11.5,7.7,15.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Dairy Dry,150.7,107,0.0,3.2,Medium,Lumpy Skin Disease,2.65,15.0,62.0,0.4,1.64,9.9,6.3,12.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Shweta Kapila,Dairy Lactating,242.7,82,6.4,2.1,Low,Normal,9.44,18.4,74.0,1.74,6.99,37.0,23.8,38.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Dairy Lactating,208.0,44,7.1,2.2,Medium,Normal,9.04,18.4,74.1,1.66,6.7,37.3,23.9,37.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Shweta Kapila,Dairy Lactating,201.7,89,5.1,3.2,Low,FMD,5.19,18.3,73.8,0.95,3.83,31.4,20.3,31.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Shweta Kapila,Draft/Working Bullock,157.8,109,0.0,3.5,High,Normal,4.09,11.5,72.4,0.47,2.96,9.5,6.3,17.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Tharparkar,Calf,67.1,3,0.0,2.7,Medium,FMD,1.45,21.0,75.0,0.3,1.09,4.2,2.8,5.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Tharparkar,Dairy Lactating,385.3,83,13.3,2.6,Low,FMD,10.64,18.8,75.0,2.0,7.98,73.2,46.9,70.7,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
